tox21-esre-bla-p1_summary.csv tox21-nfkb-bla-p1_summary.csv tox21-ror-cho-antagonist-p1_pubchem_summary.csv tox21-rxr-bla-agonist-p1_pubchem_summary.csv tox21-ap1-bla-agonist-p1_pubchem_summary.csv
PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity
144212833,NCGC00256873-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI 144213013,NCGC00256791-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,ChemService 144211074,NCGC00254661-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212209,NCGC00255937-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212431,NCGC00255993-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212834,NCGC00256893-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213014,NCGC00256808-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144211077,NCGC00254664-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212210,NCGC00256022-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212432,NCGC00255903-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212835,NCGC00256914-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213015,NCGC00256827-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211080,NCGC00254667-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212211,NCGC00255311-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212434,NCGC00255301-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212836,NCGC00256626-01,1,0,,,,inactive,inactive,,0,inconclusive 144213016,NCGC00256846-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa 144211082,NCGC00254669-01,1,0,,,,inactive,inactive,,0,inconclusive 144212214,NCGC00255900-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212435,NCGC00255870-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212837,NCGC00256665-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213017,NCGC00256885-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,active 144211084,NCGC00254671-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212215,NCGC00255793-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212436,NCGC00255769-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212838,NCGC00256684-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213018,NCGC00256906-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211085,NCGC00254672-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212216,NCGC00256243-01,1,0,,,,inactive,inactive,,0,inactive,,0,inconclusive 144212437,NCGC00255602-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212839,NCGC00256704-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213019,NCGC00256924-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211087,NCGC00254674-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212217,NCGC00256039-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212438,NCGC00255999-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212840,NCGC00256721-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213020,NCGC00256638-01,1,0,,,,inactive,inactive,,0,active 144211090,NCGC00254677-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212221,NCGC00255479-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212439,NCGC00255446-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212841,NCGC00256741-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213021,NCGC00256656-01,1,0,,,,inactive,inactive,,0,inconclusive 144211091,NCGC00254678-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212222,NCGC00255841-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212440,NCGC00255577-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212842,NCGC00256761-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213022,NCGC00256676-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI 144211092,NCGC00254679-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212223,NCGC00255216-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212441,NCGC00255916-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212843,NCGC00256779-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros 144213023,NCGC00256696-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive 144211093,NCGC00254680-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212224,NCGC00255779-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212442,NCGC00255725-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212844,NCGC00256798-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213024,NCGC00256733-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa 144211094,NCGC00254681-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212226,NCGC00255347-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212444,NCGC00255302-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212845,NCGC00256817-01,1,0,,,,inactive,inactive,,0,inconclusive 144213025,NCGC00256752-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211096,NCGC00254683-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212227,NCGC00255534-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212445,NCGC00255414-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212846,NCGC00256836-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213026,NCGC00256792-01,1,0,,,,inactive,inactive,,0,inconclusive 144211100,NCGC00254687-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212228,NCGC00255278-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212446,NCGC00255648-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212848,NCGC00256874-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213027,NCGC00256809-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa 144211101,NCGC00254688-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212229,NCGC00255662-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212448,NCGC00256005-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212849,NCGC00256894-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,active 144213028,NCGC00256828-01,1,0,,,,inactive,inactive,,0,inconclusive 144211103,NCGC00254690-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212230,NCGC00255180-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212449,NCGC00256004-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212850,NCGC00256627-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213029,NCGC00256866-01,1,0,,,,inactive,inactive,,0,inconclusive 144211106,NCGC00254693-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212232,NCGC00255515-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212451,NCGC00255341-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
144212851,NCGC00256645-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213030,NCGC00256886-01,1,0,,,,inactive,inactive,,0,inconclusive 144211107,NCGC00254694-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212233,NCGC00255423-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212452,NCGC00255334-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
144212852,NCGC00256666-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213031,NCGC00256907-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144211108,NCGC00254695-01,1,0,,,,inactive,inactive,,0,inactive,,0,Enamine 144212234,NCGC00255237-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212453,NCGC00255778-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212853,NCGC00256685-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI 144213032,NCGC00256925-01,1,0,,,,inactive,inactive,,0,inconclusive 144211109,NCGC00254696-01,1,0,,,,inactive,inactive,,0,inactive,,0,Acros 144212235,NCGC00255569-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212454,NCGC00255114-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212854,NCGC00256705-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213033,NCGC00256639-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211113,NCGC00254700-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212239,NCGC00255282-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212455,NCGC00255901-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212855,NCGC00256722-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213034,NCGC00256657-01,1,0,,,,inactive,inactive,,0,inconclusive 144211114,NCGC00254701-01,1,0,,,,inactive,inactive,,0,inactive,,0,Enamine 144212240,NCGC00255823-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212456,NCGC00255926-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212856,NCGC00256742-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213035,NCGC00256677-01,1,0,,,,inactive,inactive,,0,inconclusive 144211115,NCGC00254702-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212242,NCGC00255678-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212457,NCGC00255747-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212857,NCGC00256762-01,1,0,,,,inactive,inactive,,0,inconclusive 144213036,NCGC00256697-01,1,0,,,,inactive,inactive,,0,inconclusive 144211116,NCGC00254703-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212244,NCGC00255176-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,active 144212458,NCGC00255436-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212858,NCGC00256780-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213037,NCGC00256734-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144211117,NCGC00254704-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212245,NCGC00256074-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212459,NCGC00255967-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212859,NCGC00256799-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213038,NCGC00256753-01,1,0,,,,inactive,inactive,,0,inconclusive 144211120,NCGC00254707-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212246,NCGC00255848-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212460,NCGC00255953-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212860,NCGC00256818-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213039,NCGC00256773-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211121,NCGC00254708-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212247,NCGC00255366-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212461,NCGC00255919-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212861,NCGC00256856-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213040,NCGC00256810-01,1,0,,,,inactive,inactive,,0,inconclusive 144211123,NCGC00254710-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212249,NCGC00255483-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212462,NCGC00255131-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212862,NCGC00256875-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213041,NCGC00256829-01,1,0,,,,inactive,inactive,,0,inconclusive 144211124,NCGC00254711-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212250,NCGC00255630-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212463,NCGC00255922-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212863,NCGC00256895-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213042,NCGC00256847-01,1,0,,,,inactive,inactive,,0,inconclusive 144211126,NCGC00254713-01,1,0,,,,inactive,inactive,,0,inactive,,0,Crescent 144212251,NCGC00255521-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212464,NCGC00255794-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212864,NCGC00256915-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Crescent 144213043,NCGC00256867-01,1,0,,,,inactive,inactive,,0,inconclusive 144211127,NCGC00254714-01,1,0,,,,inactive,inactive,,0,inactive,,0,Acros 144212252,NCGC00255684-01,1,0,,,,inactive,inactive,,0,inactive,,0,active 144212465,NCGC00255944-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212865,NCGC00256628-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213045,NCGC00256926-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI 144211129,NCGC00254716-01,1,0,,,,inactive,inactive,,0,inactive,,0,MP 144212256,NCGC00255416-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,active 144212466,NCGC00255885-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212866,NCGC00256646-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213046,NCGC00256314-01,1,0,,,,inactive,inactive,,0,inconclusive 144211130,NCGC00254717-01,1,0,,,,inactive,inactive,,0,inactive,,0,Acros 144212258,NCGC00255298-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212467,NCGC00255445-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212867,NCGC00256667-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213047,NCGC00256355-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211131,NCGC00254718-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212259,NCGC00255584-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212468,NCGC00255111-01,1,0,,,,inactive,inactive,,0,inactive,,0,inconclusive
144212868,NCGC00256686-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI 144213048,NCGC00256391-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211132,NCGC00254719-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212260,NCGC00255336-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212469,NCGC00255228-01,1,0,,,,inactive,inactive,,0,active
144212869,NCGC00256723-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213049,NCGC00256411-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211133,NCGC00254720-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212261,NCGC00255328-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212470,NCGC00255957-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212870,NCGC00256743-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213050,NCGC00256429-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144211134,NCGC00254721-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212262,NCGC00255781-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212471,NCGC00255229-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212871,NCGC00256763-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213051,NCGC00256447-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211136,NCGC00254723-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212263,NCGC00255595-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212472,NCGC00255791-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212872,NCGC00256781-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive 144213052,NCGC00256467-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211137,NCGC00254724-01,1,0,,,,inactive,inactive,,0,inactive,,0,Acros 144212264,NCGC00256215-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212474,NCGC00255774-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212873,NCGC00256800-01,1,0,,,,inactive,inactive,,0,inconclusive 144213053,NCGC00256488-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144211138,NCGC00254725-01,1,0,,,,inactive,inactive,,0,inactive,,0,Chemservice 144212265,NCGC00255687-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212475,NCGC00255863-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212874,NCGC00256819-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213054,NCGC00256509-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211140,NCGC00254727-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212266,NCGC00255476-01,1,0,,,,inactive,inactive,,0,inconclusive 144212476,NCGC00255911-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212875,NCGC00256837-01,1,0,,,,inactive,inactive,,0,inconclusive 144213055,NCGC00256528-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211142,NCGC00254729-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212267,NCGC00255509-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212477,NCGC00255750-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive
144212876,NCGC00256857-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213056,NCGC00256545-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144211145,NCGC00254732-01,1,0,,,,inactive,inactive,,0,inactive,,0,Chemservice 144212269,NCGC00255520-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212478,NCGC00255377-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212877,NCGC00256876-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive 144213057,NCGC00256562-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211146,NCGC00254733-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212270,NCGC00255562-01,1,0,,,,inactive,inactive,,0,inactive,,0,inconclusive 144212479,NCGC00255887-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212878,NCGC00256896-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213059,NCGC00256598-01,1,0,,,,inactive,inactive,,0,inconclusive 144211147,NCGC00254734-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212271,NCGC00255753-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212480,NCGC00255861-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
144212879,NCGC00256916-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213060,NCGC00256315-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211148,NCGC00254735-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212272,NCGC00255437-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144212481,NCGC00255679-01,1,0,,,,inactive,inactive,,0,inactive,,0,inconclusive
